you are building Maggie 's street now ; are you building Maggie 's street now ?
you are captured ; are you captured ?
you are chewing on a radish ; are you chewing on a radish ?
you are clapping ; are you clapping ?
you are Clip_clop ; are you Clip_clop ?
you are Clip_clop ; are you Clip_clop ?
you are closing her in the book ; are you closing her in the book ?
you are closing it ; are you closing it ?
you are closing the door ; are you closing the door ?
you are cold ; are you cold ?
you are cold ; are you cold ?
you are combing hair ; are you combing hair ?
you are combing it for me ; are you combing it for me ?
you are combing or brushing her hair ; are you combing or brushing her hair ?
you are combing your own hair ; are you combing your own hair ?
you are comfortable ; are you comfortable ?
you are coming down ; are you coming down ?
you are coming in ; are you coming in ?
you are coming next week ; are you coming next week ?
you are coming out ; are you coming out ?
you are coming to see me ; are you coming to see me ?
you are coming to write ; are you coming to write ?
you are cooking ; are you cooking ?
you are cooking ; are you cooking ?
you are coughing ; are you coughing ?
you are coughing ; are you coughing ?
you are covering the bug 's eyes with the hair ; are you covering the bug 's eyes with the hair ?
you are cracking the nut ; are you cracking the nut ?
you are cracking the nut ; are you cracking the nut ?
you are cranky ; are you cranky ?
you are cranky ; are you cranky ?
you are crowded ; are you crowded ?
you are Curious George ; are you Curious George ?
you are cutting it for me ; are you cutting it for me ?
you are cutting the meat ; are you cutting the meat ?
you are cutting the meat ; are you cutting the meat ?
you are Daddy 's girl ; are you Daddy 's girl ?
you are dancing ; are you dancing ?
you are deaf ; are you deaf ?
you are digging the tread ; are you digging the tread ?
you are doing crinkly toys tonight ; are you doing crinkly toys tonight ?
you are doing it ; are you doing it ?
you are doing it very carefully ; are you doing it very carefully ?
you are doing so big ; are you doing so big ?
you are doing that too ; are you doing that too ?
you are doing the Sleeping Beauty now ; are you doing the Sleeping Beauty now ?
you are doing the twist ; are you doing the twist ?
you are done ; are you done ?
you are done ; are you done ?
you are drawing a cowboy boot ; are you drawing a cowboy boot ?
you are drawing a seat in the car ; are you drawing a seat in the car ?
you are drawing the McDonald 's sign on that cup too ; are you drawing the McDonald 's sign on that cup too ?
you are drinking beer ; are you drinking beer ?
you are drinking from the dolly 's cup now ; are you drinking from the dolly 's cup now ?
you are drinking your coffee ; are you drinking your coffee ?
you are drinking your orange juice ; are you drinking your orange juice ?
you are driving the tractor ; are you driving the tractor ?
you are driving yourself ; are you driving yourself ?
you are eating a cookie ; are you eating a cookie ?
you are eating fruit ; are you eating fruit ?
you are eating gum ; are you eating gum ?
you are eating him all up ; are you eating him all up ?
you are eating it ; are you eating it ?
you are eating something ; are you eating something ?
you are eating the mustache ; are you eating the mustache ?
you are Elvis Presley ; are you Elvis Presley ?
you are embarrassed ; are you embarrassed ?
you are excavating ; are you excavating ?
you are excited ; are you excited ?
you are falling down ; are you falling down ?
you are feeding the baby ; are you feeding the baby ?
you are feeding the bird ; are you feeding the bird ?
you are feeling a little aggressive ; are you feeling a little aggressive ?
you are feeling better ; are you feeling better ?
you are feeling his head ; are you feeling his head ?
you are fine ; are you fine ?
you are finished playing with the doll house ; are you finished playing with the doll house ?
you are finished playing with them ; are you finished playing with them ?
you are finished with that ; are you finished with that ?
you are finished with them ; are you finished with them ?
you are finished with your jello ; are you finished with your jello ?
you are finished with your juice ; are you finished with your juice ?
you are finished with your lunch ; are you finished with your lunch ?
you are finished with your lunch ; are you finished with your lunch ?
you are finished with your lunch ; are you finished with your lunch ?
you are finished with your soup ; are you finished with your soup ?
you are fixing something ; are you fixing something ?
you are fixing the dog ; are you fixing the dog ?
you are from the department of psychology ; are you from the department of psychology ?
you are funny ; are you funny ?
you are getting a runny nose ; are you getting a runny nose ?
you are getting all yucky ; are you getting all yucky ?
you are getting another band_aid ; are you getting another band_aid ?
you are getting hungry ; are you getting hungry ?
you are getting me wet ; are you getting me wet ?
you are getting me wet ; are you getting me wet ?
you are getting more toothies ; are you getting more toothies ?
you are getting out of the bed ; are you getting out of the bed ?
you are getting sleepy ; are you getting sleepy ?
you are getting sleepy ; are you getting sleepy ?
you are getting sleepy ; are you getting sleepy ?
you are getting some teeth in there ; are you getting some teeth in there ?
you are getting tired already ; are you getting tired already ?
you are getting too much hair ; are you getting too much hair ?
you are getting too much hair for me to call you baldie ; are you getting too much hair for me to call you baldie ?
you are getting too sad ; are you getting too sad ?
you are giving her a bottle ; are you giving her a bottle ?
you are giving it to Snoopy ; are you giving it to Snoopy ?
you are giving that to mommy ; are you giving that to mommy ?
you are giving the horse a ride on the truck ; are you giving the horse a ride on the truck ?
you are giving us a hard time ; are you giving us a hard time ?
you are going ; are you going ?
you are going ; are you going ?
you are going away tomorrow ; are you going away tomorrow ?
you are going nightnight ; are you going nightnight ?
you are going nightnighty ; are you going nightnighty ?
you are going out and play with Donna today ; are you going out and play with Donna today ?
you are going somewhere ; are you going somewhere ?
you are going To ; are you going To ?
you are going To ; are you going To ?
you are going to ask Gloria ; are you going to ask Gloria ?
you are going to ask Gloria what her tongue is like ; are you going to ask Gloria what her tongue is like ?
you are going To be a cat or a clown ; are you going To be a cat or a clown ?
you are going To be a chatterbox like Catherine ; are you going To be a chatterbox like Catherine ?
you are going To be a chattertox ; are you going To be a chattertox ?
you are going To be a good girl ; are you going To be a good girl ?
you are going to be a monkey ; are you going to be a monkey ?
you are going to be able to get it into the refrigerator ; are you going to be able to get it into the refrigerator ?
you are going to be an actress ; are you going to be an actress ?
you are going To be good with your fingers ; are you going To be good with your fingers ?
you are going To be just like your granpa ; are you going To be just like your granpa ?
you are going to be little ; are you going to be little ?
you are going to be little ; are you going to be little ?
you are going To be my athlete ; are you going To be my athlete ?
you are going to be nice to him ; are you going to be nice to him ?
you are going To be our big fat lazy boy ; are you going To be our big fat lazy boy ?
you are going to be tall enough ; are you going to be tall enough ?
you are going To be the one who 's the athlete ; are you going To be the one who 's the athlete ?
you are going to be there by yourself ; are you going to be there by yourself ?
you are going to blow it ; are you going to blow it ?
you are going To bring daddy a Christmas present ; are you going To bring daddy a Christmas present ?
you are going to bring it in ; are you going to bring it in ?
you are going to bring it in ; are you going to bring it in ?
you are going To bring your bottle on the airplane ; are you going To bring your bottle on the airplane ?
you are going to bring your chair ; are you going to bring your chair ?
you are going To build ; are you going To build ?
you are going To build them back up now ; are you going To build them back up now ?
you are going To build with those ; are you going To build with those ?
you are going to carry me ; are you going to carry me ?
you are going to chase it ; are you going to chase it ?
you are going to chase the big dog with the little dog ; are you going to chase the big dog with the little dog ?
you are going To climb up and get it ; are you going To climb up and get it ?
you are going to close her all the way up in the book ; are you going to close her all the way up in the book ?
you are going to close it ; are you going to close it ?
you are going to close it for me ; are you going to close it for me ?
you are going to close your eyes and go to sleep like a little baby ; are you going to close your eyes and go to sleep like a little baby ?
you are going to comb Mommy 's hair ; are you going to comb Mommy 's hair ?
you are going To come and spend the night at my house ; are you going To come and spend the night at my house ?
you are going to come back ; are you going to come back ?
you are going to come back soon ; are you going to come back soon ?
you are going to come by here ; are you going to come by here ?
you are going to come right back ; are you going to come right back ?
you are going to cook it for us ; are you going to cook it for us ?
you are going to cook peas on it ; are you going to cook peas on it ?
you are going to cook the mashed potatoes for the Dolly ; are you going to cook the mashed potatoes for the Dolly ?
you are going to cover me ; are you going to cover me ?
you are going to cover me ; are you going to cover me ?
you are going to cover me too ; are you going to cover me too ?
you are going To crawl ; are you going To crawl ?
you are going To crawl ; are you going To crawl ?
you are going To cry ; are you going To cry ?
you are going to do it ; are you going to do it ?
you are going to do it with me ; are you going to do it with me ?
you are going To do more stacking ; are you going To do more stacking ?
you are going To draw ; are you going To draw ?
you are going to draw a picture for us ; are you going to draw a picture for us ?
you are going to draw an airplane ; are you going to draw an airplane ?
you are going to drink the grape juice ; are you going to drink the grape juice ?
you are going to drink your juice ; are you going to drink your juice ?
you are going to eat anymore ; are you going to eat anymore ?
you are going to eat his eye ; are you going to eat his eye ?
you are going to eat it ; are you going to eat it ?
you are going to eat it ; are you going to eat it ?
you are going to eat it ; are you going to eat it ?
you are going to eat some more ; are you going to eat some more ?
you are going To eat some more cake too ; are you going To eat some more cake too ?
you are going to eat that duck ; are you going to eat that duck ?
you are going To eat this ; are you going To eat this ?
you are going to eat this one ; are you going to eat this one ?
you are going to eat this one right here ; are you going to eat this one right here ?
you are going To eat those toes ; are you going To eat those toes ?
you are going to eat your cheese sandwich ; are you going to eat your cheese sandwich ?
you are going To eat your cracker ; are you going To eat your cracker ?
you are going To ever pick flowers again ; are you going To ever pick flowers again ?
you are going To fall ; are you going To fall ?
you are going To feed her ; are you going To feed her ?
you are going to feed her something ; are you going to feed her something ?
you are going to feed me ; are you going to feed me ?
you are going To feed the baby ; are you going To feed the baby ?
you are going To feed the dolly some tea too ; are you going To feed the dolly some tea too ?
you are going to feed the lady now ; are you going to feed the lady now ?
you are going to finish making yours ; are you going to finish making yours ?
you are going to fit him into the truck too ; are you going to fit him into the truck too ?
you are going To get it ; are you going To get it ?
you are going to get it ; are you going to get it ?
are you going To get mad at me if I put some clothes on you ; are you going To get mad at me if I put some clothes on you ?
you are going to get up ; are you going to get up ?
you are going To give her a drink ; are you going To give her a drink ?
you are going To give her a soft boiled egg ; are you going To give her a soft boiled egg ?
you are going To give her something to eat ; are you going To give her something to eat ?
you are going To give him breakfast ; are you going To give him breakfast ?
you are going to give it to Ursula ; are you going to give it to Ursula ?
you are going to give me a kiss ; are you going to give me a kiss ?
